"DOCTYPE","DOCENTRY","LINENUM","CARDCODE","SALESEMPLOYEE","COUNTRYCODE","POSTINGDATE","DUEDATE","DOCUMENTDATE","ITEMCODE","WAREHOUSECODE","QUANTITY","SALESAMOUNT","SALESAMOUNTSC","BASEAMOUNT","GROSSPROFIT","GROSSPROFITSC","PERIOD","PROJECT"
14,53,91,"C00004",-1,"US","2019-02-07 00:00:00.000000000","2019-03-15 00:00:00.000000000","2019-02-07 00:00:00.000000000",,,"0.000000","-655.060000","-655.060000","-655.060000","0.000000","0.000000","FY201819-11","CR|PJ072"
14,53,88,"C00004",-1,"US","2019-02-07 00:00:00.000000000","2019-03-15 00:00:00.000000000","2019-02-07 00:00:00.000000000",,,"0.000000","-1983.640000","-1983.640000","-1983.640000","0.000000","0.000000","FY201819-11","CR|PJ092"
14,53,87,"C00004",-1,"US","2019-02-07 00:00:00.000000000","2019-03-15 00:00:00.000000000","2019-02-07 00:00:00.000000000",,,"0.000000","-1071.230000","-1071.230000","-1071.230000","0.000000","0.000000","FY201819-11","CR|PJ071"
14,53,86,"C00004",-1,"US","2019-02-07 00:00:00.000000000","2019-03-15 00:00:00.000000000","2019-02-07 00:00:00.000000000",,,"0.000000","-7387.090000","-7387.090000","-7387.090000","0.000000","0.000000","FY201819-11","CR|PJ098"
14,53,82,"C00004",-1,"US","2019-02-07 00:00:00.000000000","2019-03-15 00:00:00.000000000","2019-02-07 00:00:00.000000000",,,"0.000000","-1047.820000","-1047.820000","-1047.820000","0.000000","0.000000","FY201819-11","CR|PJ072"
14,53,81,"C00004",-1,"US","2019-02-07 00:00:00.000000000","2019-03-15 00:00:00.000000000","2019-02-07 00:00:00.000000000",,,"0.000000","-4772.020000","-4772.020000","-4772.020000","0.000000","0.000000","FY201819-11","CR|PJ050"
14,53,80,"C00004",-1,"US","2019-02-07 00:00:00.000000000","2019-03-15 00:00:00.000000000","2019-02-07 00:00:00.000000000",,,"0.000000","-3759.610000","-3759.610000","-3759.610000","0.000000","0.000000","FY201819-11","CR|PJ092"
14,53,79,"C00004",-1,"US","2019-02-07 00:00:00.000000000","2019-03-15 00:00:00.000000000","2019-02-07 00:00:00.000000000",,,"0.000000","-1552.160000","-1552.160000","-1552.160000","0.000000","0.000000","FY201819-11","CR|PJ070"
14,53,77,"C00004",-1,"US","2019-02-07 00:00:00.000000000","2019-03-15 00:00:00.000000000","2019-02-07 00:00:00.000000000",,,"0.000000","-597.620000","-597.620000","-597.620000","0.000000","0.000000","FY201819-11","CR|PJ050"
14,53,76,"C00004",-1,"US","2019-02-07 00:00:00.000000000","2019-03-15 00:00:00.000000000","2019-02-07 00:00:00.000000000",,,"0.000000","-1018.980000","-1018.980000","-1018.980000","0.000000","0.000000","FY201819-11","CR|PJ050"
14,53,75,"C00004",-1,"US","2019-02-07 00:00:00.000000000","2019-03-15 00:00:00.000000000","2019-02-07 00:00:00.000000000",,,"0.000000","-15500.280000","-15500.280000","-15500.280000","0.000000","0.000000","FY201819-11","CR|PJ049"
14,53,74,"C00004",-1,"US","2019-02-07 00:00:00.000000000","2019-03-15 00:00:00.000000000","2019-02-07 00:00:00.000000000",,,"0.000000","-5012.190000","-5012.190000","-5012.190000","0.000000","0.000000","FY201819-11","CR|PJ072"
14,53,73,"C00004",-1,"US","2019-02-07 00:00:00.000000000","2019-03-15 00:00:00.000000000","2019-02-07 00:00:00.000000000",,,"0.000000","-111.940000","-111.940000","-111.940000","0.000000","0.000000","FY201819-11","CR|PJ072"
14,53,72,"C00004",-1,"US","2019-02-07 00:00:00.000000000","2019-03-15 00:00:00.000000000","2019-02-07 00:00:00.000000000",,,"0.000000","-11371.570000","-11371.570000","-11371.570000","0.000000","0.000000","FY201819-11","CR|PJ050"
14,53,71,"C00004",-1,"US","2019-02-07 00:00:00.000000000","2019-03-15 00:00:00.000000000","2019-02-07 00:00:00.000000000",,,"0.000000","-2617.160000","-2617.160000","-2617.160000","0.000000","0.000000","FY201819-11","CR|PJ071"
14,53,70,"C00004",-1,"US","2019-02-07 00:00:00.000000000","2019-03-15 00:00:00.000000000","2019-02-07 00:00:00.000000000",,,"0.000000","-4038.580000","-4038.580000","-4038.580000","0.000000","0.000000","FY201819-11","CR|PJ092"
14,53,69,"C00004",-1,"US","2019-02-07 00:00:00.000000000","2019-03-15 00:00:00.000000000","2019-02-07 00:00:00.000000000",,,"0.000000","-3035.970000","-3035.970000","-3035.970000","0.000000","0.000000","FY201819-11","CR|PJ098"
14,53,68,"C00004",-1,"US","2019-02-07 00:00:00.000000000","2019-03-15 00:00:00.000000000","2019-02-07 00:00:00.000000000",,,"0.000000","-958.420000","-958.420000","-958.420000","0.000000","0.000000","FY201819-11","CR|PJ071"
14,53,67,"C00004",-1,"US","2019-02-07 00:00:00.000000000","2019-03-15 00:00:00.000000000","2019-02-07 00:00:00.000000000",,,"0.000000","-1332.900000","-1332.900000","-1332.900000","0.000000","0.000000","FY201819-11","CR|PJ050"
14,53,66,"C00004",-1,"US","2019-02-07 00:00:00.000000000","2019-03-15 00:00:00.000000000","2019-02-07 00:00:00.000000000",,,"0.000000","-697.390000","-697.390000","-697.390000","0.000000","0.000000","FY201819-11","CR|PJ050"
14,53,64,"C00004",-1,"US","2019-02-07 00:00:00.000000000","2019-03-15 00:00:00.000000000","2019-02-07 00:00:00.000000000",,,"0.000000","-12456.620000","-12456.620000","-12456.620000","0.000000","0.000000","FY201819-11","CR|PJ049"
14,53,63,"C00004",-1,"US","2019-02-07 00:00:00.000000000","2019-03-15 00:00:00.000000000","2019-02-07 00:00:00.000000000",,,"0.000000","-5668.980000","-5668.980000","-5668.980000","0.000000","0.000000","FY201819-11","CR|PJ072"
14,53,61,"C00004",-1,"US","2019-02-07 00:00:00.000000000","2019-03-15 00:00:00.000000000","2019-02-07 00:00:00.000000000",,,"0.000000","-7986.520000","-7986.520000","-7986.520000","0.000000","0.000000","FY201819-11","CR|PJ050"
14,53,60,"C00004",-1,"US","2019-02-07 00:00:00.000000000","2019-03-15 00:00:00.000000000","2019-02-07 00:00:00.000000000",,,"0.000000","-437.350000","-437.350000","-437.350000","0.000000","0.000000","FY201819-11","CR|PJ071"
14,53,59,"C00004",-1,"US","2019-02-07 00:00:00.000000000","2019-03-15 00:00:00.000000000","2019-02-07 00:00:00.000000000",,,"0.000000","-1531.300000","-1531.300000","-1531.300000","0.000000","0.000000","FY201819-11","CR|PJ092"
14,53,58,"C00004",-1,"US","2019-02-07 00:00:00.000000000","2019-03-15 00:00:00.000000000","2019-02-07 00:00:00.000000000",,,"0.000000","-2601.730000","-2601.730000","-2601.730000","0.000000","0.000000","FY201819-11","CR|PJ070"
14,53,57,"C00004",-1,"US","2019-02-07 00:00:00.000000000","2019-03-15 00:00:00.000000000","2019-02-07 00:00:00.000000000",,,"0.000000","-2336.230000","-2336.230000","-2336.230000","0.000000","0.000000","FY201819-11","CR|PJ098"
14,53,56,"C00004",-1,"US","2019-02-07 00:00:00.000000000","2019-03-15 00:00:00.000000000","2019-02-07 00:00:00.000000000",,,"0.000000","-4164.570000","-4164.570000","-4164.570000","0.000000","0.000000","FY201819-11","CR|PJ050"
14,53,55,"C00004",-1,"US","2019-02-07 00:00:00.000000000","2019-03-15 00:00:00.000000000","2019-02-07 00:00:00.000000000",,,"0.000000","-1261.170000","-1261.170000","-1261.170000","0.000000","0.000000","FY201819-11","CR|PJ071"
14,53,53,"C00004",-1,"US","2019-02-07 00:00:00.000000000","2019-03-15 00:00:00.000000000","2019-02-07 00:00:00.000000000",,,"0.000000","-5844.530000","-5844.530000","-5844.530000","0.000000","0.000000","FY201819-11","CR|PJ050"
14,53,51,"C00004",-1,"US","2019-02-07 00:00:00.000000000","2019-03-15 00:00:00.000000000","2019-02-07 00:00:00.000000000",,,"0.000000","-260.110000","-260.110000","-260.110000","0.000000","0.000000","FY201819-11","CR|PJ056"
14,53,50,"C00004",-1,"US","2019-02-07 00:00:00.000000000","2019-03-15 00:00:00.000000000","2019-02-07 00:00:00.000000000",,,"0.000000","-11127.350000","-11127.350000","-11127.350000","0.000000","0.000000","FY201819-11","CR|PJ049"
14,53,48,"C00004",-1,"US","2019-02-07 00:00:00.000000000","2019-03-15 00:00:00.000000000","2019-02-07 00:00:00.000000000",,,"0.000000","-12724.630000","-12724.630000","-12724.630000","0.000000","0.000000","FY201819-11","CR|PJ050"
14,53,47,"C00004",-1,"US","2019-02-07 00:00:00.000000000","2019-03-15 00:00:00.000000000","2019-02-07 00:00:00.000000000",,,"0.000000","-2373.640000","-2373.640000","-2373.640000","0.000000","0.000000","FY201819-11","CR|PJ071"
14,53,46,"C00004",-1,"US","2019-02-07 00:00:00.000000000","2019-03-15 00:00:00.000000000","2019-02-07 00:00:00.000000000",,,"0.000000","-6294.510000","-6294.510000","-6294.510000","0.000000","0.000000","FY201819-11","CR|PJ050"
14,53,45,"C00004",-1,"US","2019-02-07 00:00:00.000000000","2019-03-15 00:00:00.000000000","2019-02-07 00:00:00.000000000",,,"0.000000","-3734.040000","-3734.040000","-3734.040000","0.000000","0.000000","FY201819-11","CR|PJ050"
14,53,43,"C00004",-1,"US","2019-02-07 00:00:00.000000000","2019-03-15 00:00:00.000000000","2019-02-07 00:00:00.000000000",,,"0.000000","-455.150000","-455.150000","-455.150000","0.000000","0.000000","FY201819-11","CR|PJ051"
14,53,42,"C00004",-1,"US","2019-02-07 00:00:00.000000000","2019-03-15 00:00:00.000000000","2019-02-07 00:00:00.000000000",,,"0.000000","-1299.820000","-1299.820000","-1299.820000","0.000000","0.000000","FY201819-11","CR|PJ056"
14,53,41,"C00004",-1,"US","2019-02-07 00:00:00.000000000","2019-03-15 00:00:00.000000000","2019-02-07 00:00:00.000000000",,,"0.000000","-10503.520000","-10503.520000","-10503.520000","0.000000","0.000000","FY201819-11","CR|PJ049"
14,53,40,"C00004",-1,"US","2019-02-07 00:00:00.000000000","2019-03-15 00:00:00.000000000","2019-02-07 00:00:00.000000000",,,"0.000000","-2890.070000","-2890.070000","-2890.070000","0.000000","0.000000","FY201819-11","CR|PJ072"
14,53,39,"C00004",-1,"US","2019-02-07 00:00:00.000000000","2019-03-15 00:00:00.000000000","2019-02-07 00:00:00.000000000",,,"0.000000","-13767.560000","-13767.560000","-13767.560000","0.000000","0.000000","FY201819-11","CR|PJ050"
14,53,37,"C00004",-1,"US","2019-02-07 00:00:00.000000000","2019-03-15 00:00:00.000000000","2019-02-07 00:00:00.000000000",,,"0.000000","-4097.820000","-4097.820000","-4097.820000","0.000000","0.000000","FY201819-11","CR|PJ050"
14,53,36,"C00004",-1,"US","2019-02-07 00:00:00.000000000","2019-03-15 00:00:00.000000000","2019-02-07 00:00:00.000000000",,,"0.000000","-1665.600000","-1665.600000","-1665.600000","0.000000","0.000000","FY201819-11","CR|PJ071"
14,53,35,"C00004",-1,"US","2019-02-07 00:00:00.000000000","2019-03-15 00:00:00.000000000","2019-02-07 00:00:00.000000000",,,"0.000000","-6056.220000","-6056.220000","-6056.220000","0.000000","0.000000","FY201819-11","CR|PJ050"
14,53,33,"C00004",-1,"US","2019-02-07 00:00:00.000000000","2019-03-15 00:00:00.000000000","2019-02-07 00:00:00.000000000",,,"0.000000","-2656.960000","-2656.960000","-2656.960000","0.000000","0.000000","FY201819-11","CR|PJ050"
14,53,32,"C00004",-1,"US","2019-02-07 00:00:00.000000000","2019-03-15 00:00:00.000000000","2019-02-07 00:00:00.000000000",,,"0.000000","-206.070000","-206.070000","-206.070000","0.000000","0.000000","FY201819-11","CR|PJ051"
14,53,31,"C00004",-1,"US","2019-02-07 00:00:00.000000000","2019-03-15 00:00:00.000000000","2019-02-07 00:00:00.000000000",,,"0.000000","-460.900000","-460.900000","-460.900000","0.000000","0.000000","FY201819-11","CR|PJ056"
14,53,2,"C00004",-1,"US","2019-02-07 00:00:00.000000000","2019-03-15 00:00:00.000000000","2019-02-07 00:00:00.000000000",,,"0.000000","-118.000000","-118.000000","-118.000000","0.000000","0.000000","FY201819-11","CR|PJ072"
14,53,1,"C00004",-1,"US","2019-02-07 00:00:00.000000000","2019-03-15 00:00:00.000000000","2019-02-07 00:00:00.000000000",,,"0.000000","-5135.470000","-5135.470000","-5135.470000","0.000000","0.000000","FY201819-11","CR|PJ050"
14,53,0,"C00004",-1,"US","2019-02-07 00:00:00.000000000","2019-03-15 00:00:00.000000000","2019-02-07 00:00:00.000000000",,,"0.000000","-492.250000","-492.250000","-492.250000","0.000000","0.000000","FY201819-11","CR|PJ071"
14,53,30,"C00004",-1,"US","2019-02-07 00:00:00.000000000","2019-03-15 00:00:00.000000000","2019-02-07 00:00:00.000000000",,,"0.000000","-6621.850000","-6621.850000","-6621.850000","0.000000","0.000000","FY201819-11","CR|PJ049"
14,53,29,"C00004",-1,"US","2019-02-07 00:00:00.000000000","2019-03-15 00:00:00.000000000","2019-02-07 00:00:00.000000000",,,"0.000000","-6106.250000","-6106.250000","-6106.250000","0.000000","0.000000","FY201819-11","CR|PJ072"
14,53,28,"C00004",-1,"US","2019-02-07 00:00:00.000000000","2019-03-15 00:00:00.000000000","2019-02-07 00:00:00.000000000",,,"0.000000","-12281.620000","-12281.620000","-12281.620000","0.000000","0.000000","FY201819-11","CR|PJ050"
14,53,27,"C00004",-1,"US","2019-02-07 00:00:00.000000000","2019-03-15 00:00:00.000000000","2019-02-07 00:00:00.000000000",,,"0.000000","-2947.770000","-2947.770000","-2947.770000","0.000000","0.000000","FY201819-11","CR|PJ071"
14,53,26,"C00004",-1,"US","2019-02-07 00:00:00.000000000","2019-03-15 00:00:00.000000000","2019-02-07 00:00:00.000000000",,,"0.000000","-1020.140000","-1020.140000","-1020.140000","0.000000","0.000000","FY201819-11","CR|PJ050"
14,53,25,"C00004",-1,"US","2019-02-07 00:00:00.000000000","2019-03-15 00:00:00.000000000","2019-02-07 00:00:00.000000000",,,"0.000000","-6327.380000","-6327.380000","-6327.380000","0.000000","0.000000","FY201819-11","CR|PJ050"
14,53,24,"C00004",-1,"US","2019-02-07 00:00:00.000000000","2019-03-15 00:00:00.000000000","2019-02-07 00:00:00.000000000",,,"0.000000","-1357.320000","-1357.320000","-1357.320000","0.000000","0.000000","FY201819-11","CR|PJ071"
14,53,23,"C00004",-1,"US","2019-02-07 00:00:00.000000000","2019-03-15 00:00:00.000000000","2019-02-07 00:00:00.000000000",,,"0.000000","-6306.140000","-6306.140000","-6306.140000","0.000000","0.000000","FY201819-11","CR|PJ050"
14,53,22,"C00004",-1,"US","2019-02-07 00:00:00.000000000","2019-03-15 00:00:00.000000000","2019-02-07 00:00:00.000000000",,,"0.000000","-11308.550000","-11308.550000","-11308.550000","0.000000","0.000000","FY201819-11","CR|PJ071"
14,53,21,"C00004",-1,"US","2019-02-07 00:00:00.000000000","2019-03-15 00:00:00.000000000","2019-02-07 00:00:00.000000000",,,"0.000000","-1481.550000","-1481.550000","-1481.550000","0.000000","0.000000","FY201819-11","CR|PJ050"
14,53,20,"C00004",-1,"US","2019-02-07 00:00:00.000000000","2019-03-15 00:00:00.000000000","2019-02-07 00:00:00.000000000",,,"0.000000","-677.110000","-677.110000","-677.110000","0.000000","0.000000","FY201819-11","CR|PJ051"
14,53,19,"C00004",-1,"US","2019-02-07 00:00:00.000000000","2019-03-15 00:00:00.000000000","2019-02-07 00:00:00.000000000",,,"0.000000","-1965.020000","-1965.020000","-1965.020000","0.000000","0.000000","FY201819-11","CR|PJ056"
14,53,18,"C00004",-1,"US","2019-02-07 00:00:00.000000000","2019-03-15 00:00:00.000000000","2019-02-07 00:00:00.000000000",,,"0.000000","-10671.710000","-10671.710000","-10671.710000","0.000000","0.000000","FY201819-11","CR|PJ049"
14,53,17,"C00004",-1,"US","2019-02-07 00:00:00.000000000","2019-03-15 00:00:00.000000000","2019-02-07 00:00:00.000000000",,,"0.000000","-4649.300000","-4649.300000","-4649.300000","0.000000","0.000000","FY201819-11","CR|PJ072"
14,53,16,"C00004",-1,"US","2019-02-07 00:00:00.000000000","2019-03-15 00:00:00.000000000","2019-02-07 00:00:00.000000000",,,"0.000000","-283.430000","-283.430000","-283.430000","0.000000","0.000000","FY201819-11","CR|PJ072"
14,53,15,"C00004",-1,"US","2019-02-07 00:00:00.000000000","2019-03-15 00:00:00.000000000","2019-02-07 00:00:00.000000000",,,"0.000000","-8394.040000","-8394.040000","-8394.040000","0.000000","0.000000","FY201819-11","CR|PJ050"
14,53,14,"C00004",-1,"US","2019-02-07 00:00:00.000000000","2019-03-15 00:00:00.000000000","2019-02-07 00:00:00.000000000",,,"0.000000","-878.110000","-878.110000","-878.110000","0.000000","0.000000","FY201819-11","CR|PJ071"
14,53,13,"C00004",-1,"US","2019-02-07 00:00:00.000000000","2019-03-15 00:00:00.000000000","2019-02-07 00:00:00.000000000",,,"0.000000","-976.060000","-976.060000","-976.060000","0.000000","0.000000","FY201819-11","CR|PJ050"
14,53,12,"C00004",-1,"US","2019-02-07 00:00:00.000000000","2019-03-15 00:00:00.000000000","2019-02-07 00:00:00.000000000",,,"0.000000","-1481.370000","-1481.370000","-1481.370000","0.000000","0.000000","FY201819-11","CR|PJ071"
14,53,11,"C00004",-1,"US","2019-02-07 00:00:00.000000000","2019-03-15 00:00:00.000000000","2019-02-07 00:00:00.000000000",,,"0.000000","-4839.140000","-4839.140000","-4839.140000","0.000000","0.000000","FY201819-11","CR|PJ050"
14,53,10,"C00004",-1,"US","2019-02-07 00:00:00.000000000","2019-03-15 00:00:00.000000000","2019-02-07 00:00:00.000000000",,,"0.000000","-731.940000","-731.940000","-731.940000","0.000000","0.000000","FY201819-11","CR|PJ071"
14,53,9,"C00004",-1,"US","2019-02-07 00:00:00.000000000","2019-03-15 00:00:00.000000000","2019-02-07 00:00:00.000000000",,,"0.000000","-7089.840000","-7089.840000","-7089.840000","0.000000","0.000000","FY201819-11","CR|PJ050"
14,53,8,"C00004",-1,"US","2019-02-07 00:00:00.000000000","2019-03-15 00:00:00.000000000","2019-02-07 00:00:00.000000000",,,"0.000000","-10884.650000","-10884.650000","-10884.650000","0.000000","0.000000","FY201819-11","CR|PJ071"
14,53,7,"C00004",-1,"US","2019-02-07 00:00:00.000000000","2019-03-15 00:00:00.000000000","2019-02-07 00:00:00.000000000",,,"0.000000","-675.110000","-675.110000","-675.110000","0.000000","0.000000","FY201819-11","CR|PJ050"
14,53,6,"C00004",-1,"US","2019-02-07 00:00:00.000000000","2019-03-15 00:00:00.000000000","2019-02-07 00:00:00.000000000",,,"0.000000","-3163.760000","-3163.760000","-3163.760000","0.000000","0.000000","FY201819-11","CR|PJ056"
14,53,5,"C00004",-1,"US","2019-02-07 00:00:00.000000000","2019-03-15 00:00:00.000000000","2019-02-07 00:00:00.000000000",,,"0.000000","-12196.530000","-12196.530000","-12196.530000","0.000000","0.000000","FY201819-11","CR|PJ049"
14,53,4,"C00004",-1,"US","2019-02-07 00:00:00.000000000","2019-03-15 00:00:00.000000000","2019-02-07 00:00:00.000000000",,,"0.000000","-10112.740000","-10112.740000","-10112.740000","0.000000","0.000000","FY201819-11","CR|PJ072"
14,57,0,"C00004",-1,"US","2019-03-15 00:00:00.000000000","2019-03-15 00:00:00.000000000","2019-03-15 00:00:00.000000000",,,"0.000000","-744.400000","-744.400000","-744.400000","0.000000","0.000000","FY201819-12","CR|PJ092"
14,57,5,"C00004",-1,"US","2019-03-15 00:00:00.000000000","2019-03-15 00:00:00.000000000","2019-03-15 00:00:00.000000000",,,"0.000000","-3532.970000","-3532.970000","-3532.970000","0.000000","0.000000","FY201819-12","CR|PJ071"
14,57,4,"C00004",-1,"US","2019-03-15 00:00:00.000000000","2019-03-15 00:00:00.000000000","2019-03-15 00:00:00.000000000",,,"0.000000","-109.470000","-109.470000","-109.470000","0.000000","0.000000","FY201819-12","CR|PJ072"
14,57,3,"C00004",-1,"US","2019-03-15 00:00:00.000000000","2019-03-15 00:00:00.000000000","2019-03-15 00:00:00.000000000",,,"0.000000","-2481.250000","-2481.250000","-2481.250000","0.000000","0.000000","FY201819-12","CR|PJ047"
14,57,2,"C00004",-1,"US","2019-03-15 00:00:00.000000000","2019-03-15 00:00:00.000000000","2019-03-15 00:00:00.000000000",,,"0.000000","-3617.360000","-3617.360000","-3617.360000","0.000000","0.000000","FY201819-12","CR|PJ072"
14,57,6,"C00004",-1,"US","2019-03-15 00:00:00.000000000","2019-03-15 00:00:00.000000000","2019-03-15 00:00:00.000000000",,,"0.000000","-7731.870000","-7731.870000","-7731.870000","0.000000","0.000000","FY201819-12","CR|PJ120"
14,57,1,"C00004",-1,"US","2019-03-15 00:00:00.000000000","2019-03-15 00:00:00.000000000","2019-03-15 00:00:00.000000000",,,"0.000000","-1823.190000","-1823.190000","-1823.190000","0.000000","0.000000","FY201819-12","CR|PJ067"
14,61,0,"C00004",-1,"US","2019-03-31 00:00:00.000000000","2019-03-31 00:00:00.000000000","2019-03-31 00:00:00.000000000",,,"0.000000","-2668.830000","-2668.830000","-2668.830000","0.000000","0.000000","FY201819-12","CR|PJ092"
14,61,6,"C00004",-1,"US","2019-03-31 00:00:00.000000000","2019-03-31 00:00:00.000000000","2019-03-31 00:00:00.000000000",,,"0.000000","-5938.890000","-5938.890000","-5938.890000","0.000000","0.000000","FY201819-12","CR|PJ065"
14,61,5,"C00004",-1,"US","2019-03-31 00:00:00.000000000","2019-03-31 00:00:00.000000000","2019-03-31 00:00:00.000000000",,,"0.000000","-13746.580000","-13746.580000","-13746.580000","0.000000","0.000000","FY201819-12","CR|PJ120"
14,61,4,"C00004",-1,"US","2019-03-31 00:00:00.000000000","2019-03-31 00:00:00.000000000","2019-03-31 00:00:00.000000000",,,"0.000000","-3160.490000","-3160.490000","-3160.490000","0.000000","0.000000","FY201819-12","CR|PJ071"
14,61,3,"C00004",-1,"US","2019-03-31 00:00:00.000000000","2019-03-31 00:00:00.000000000","2019-03-31 00:00:00.000000000",,,"0.000000","-1146.500000","-1146.500000","-1146.500000","0.000000","0.000000","FY201819-12","CR|PJ047"
14,61,2,"C00004",-1,"US","2019-03-31 00:00:00.000000000","2019-03-31 00:00:00.000000000","2019-03-31 00:00:00.000000000",,,"0.000000","-1541.050000","-1541.050000","-1541.050000","0.000000","0.000000","FY201819-12","CR|PJ072"
14,61,1,"C00004",-1,"US","2019-03-31 00:00:00.000000000","2019-03-31 00:00:00.000000000","2019-03-31 00:00:00.000000000",,,"0.000000","-2077.460000","-2077.460000","-2077.460000","0.000000","0.000000","FY201819-12","CR|PJ067"
14,67,0,"C00014",9,"IN","2019-03-07 00:00:00.000000000","2019-03-30 00:00:00.000000000","2019-03-07 00:00:00.000000000",,,"0.000000","-25000.000000","-25000.000000","-25000.000000","0.000000","0.000000","FY201819-12","CR|PJ065"
14,67,3,"C00014",9,"IN","2019-03-07 00:00:00.000000000","2019-03-30 00:00:00.000000000","2019-03-07 00:00:00.000000000",,,"0.000000","-250000.000000","-250000.000000","-250000.000000","0.000000","0.000000","FY201819-12","CR|PJ065"
14,67,2,"C00014",9,"IN","2019-03-07 00:00:00.000000000","2019-03-30 00:00:00.000000000","2019-03-07 00:00:00.000000000",,,"0.000000","-200000.000000","-200000.000000","-200000.000000","0.000000","0.000000","FY201819-12","CR|PJ065"
14,67,1,"C00014",9,"IN","2019-03-07 00:00:00.000000000","2019-03-30 00:00:00.000000000","2019-03-07 00:00:00.000000000",,,"0.000000","-25000.000000","-25000.000000","-25000.000000","0.000000","0.000000","FY201819-12","CR|PJ065"
14,72,0,"C00004",-1,"US","2019-04-30 00:00:00.000000000","2019-04-30 00:00:00.000000000","2019-04-30 00:00:00.000000000",,,"0.000000","-4959.130000","-4959.130000","-4959.130000","0.000000","0.000000","FY201920-01","CR|PJ137"
14,72,10,"C00004",-1,"US","2019-04-30 00:00:00.000000000","2019-04-30 00:00:00.000000000","2019-04-30 00:00:00.000000000",,,"0.000000","-12036.490000","-12036.490000","-12036.490000","0.000000","0.000000","FY201920-01","CR|PJ065"
14,72,9,"C00004",-1,"US","2019-04-30 00:00:00.000000000","2019-04-30 00:00:00.000000000","2019-04-30 00:00:00.000000000",,,"0.000000","-13395.550000","-13395.550000","-13395.550000","0.000000","0.000000","FY201920-01","CR|PJ120"
14,72,8,"C00004",-1,"US","2019-04-30 00:00:00.000000000","2019-04-30 00:00:00.000000000","2019-04-30 00:00:00.000000000",,,"0.000000","-5763.090000","-5763.090000","-5763.090000","0.000000","0.000000","FY201920-01","CR|PJ047"
14,72,7,"C00004",-1,"US","2019-04-30 00:00:00.000000000","2019-04-30 00:00:00.000000000","2019-04-30 00:00:00.000000000",,,"0.000000","-631.630000","-631.630000","-631.630000","0.000000","0.000000","FY201920-01","CR|PJ129"
14,72,6,"C00004",-1,"US","2019-04-30 00:00:00.000000000","2019-04-30 00:00:00.000000000","2019-04-30 00:00:00.000000000",,,"0.000000","-2537.130000","-2537.130000","-2537.130000","0.000000","0.000000","FY201920-01","CR|PJ071"
14,72,5,"C00004",-1,"US","2019-04-30 00:00:00.000000000","2019-04-30 00:00:00.000000000","2019-04-30 00:00:00.000000000",,,"0.000000","-4725.230000","-4725.230000","-4725.230000","0.000000","0.000000","FY201920-01","CR|PJ049"
14,72,4,"C00004",-1,"US","2019-04-30 00:00:00.000000000","2019-04-30 00:00:00.000000000","2019-04-30 00:00:00.000000000",,,"0.000000","-3017.020000","-3017.020000","-3017.020000","0.000000","0.000000","FY201920-01","CR|PJ072"
14,72,3,"C00004",-1,"US","2019-04-30 00:00:00.000000000","2019-04-30 00:00:00.000000000","2019-04-30 00:00:00.000000000",,,"0.000000","-319.970000","-319.970000","-319.970000","0.000000","0.000000","FY201920-01","CR|PJ072"
14,72,2,"C00004",-1,"US","2019-04-30 00:00:00.000000000","2019-04-30 00:00:00.000000000","2019-04-30 00:00:00.000000000",,,"0.000000","-1144.510000","-1144.510000","-1144.510000","0.000000","0.000000","FY201920-01","CR|PJ067"
14,72,1,"C00004",-1,"US","2019-04-30 00:00:00.000000000","2019-04-30 00:00:00.000000000","2019-04-30 00:00:00.000000000",,,"0.000000","-504.910000","-504.910000","-504.910000","0.000000","0.000000","FY201920-01","CR|PJ092"
14,75,0,"C00004",-1,"US","2019-06-05 00:00:00.000000000","2019-06-05 00:00:00.000000000","2019-06-05 00:00:00.000000000",,,"0.000000","-2866.590000","-2866.590000","-2866.590000","0.000000","0.000000","FY201920-03","CR|PJ065"
14,75,10,"C00004",-1,"US","2019-06-05 00:00:00.000000000","2019-06-05 00:00:00.000000000","2019-06-05 00:00:00.000000000",,,"0.000000","-3244.080000","-3244.080000","-3244.080000","0.000000","0.000000","FY201920-03","CR|PJ065"
14,75,9,"C00004",-1,"US","2019-06-05 00:00:00.000000000","2019-06-05 00:00:00.000000000","2019-06-05 00:00:00.000000000",,,"0.000000","-1573.910000","-1573.910000","-1573.910000","0.000000","0.000000","FY201920-03","CR|PJ072"
14,75,8,"C00004",-1,"US","2019-06-05 00:00:00.000000000","2019-06-05 00:00:00.000000000","2019-06-05 00:00:00.000000000",,,"0.000000","-1867.380000","-1867.380000","-1867.380000","0.000000","0.000000","FY201920-03","CR|PJ129"
14,75,7,"C00004",-1,"US","2019-06-05 00:00:00.000000000","2019-06-05 00:00:00.000000000","2019-06-05 00:00:00.000000000",,,"0.000000","-510.350000","-510.350000","-510.350000","0.000000","0.000000","FY201920-03","CR|PJ071"
14,75,6,"C00004",-1,"US","2019-06-05 00:00:00.000000000","2019-06-05 00:00:00.000000000","2019-06-05 00:00:00.000000000",,,"0.000000","-666.000000","-666.000000","-666.000000","0.000000","0.000000","FY201920-03","CR|PJ065"
14,75,5,"C00004",-1,"US","2019-06-05 00:00:00.000000000","2019-06-05 00:00:00.000000000","2019-06-05 00:00:00.000000000",,,"0.000000","-2609.600000","-2609.600000","-2609.600000","0.000000","0.000000","FY201920-03","CR|PJ072"
